Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME
4,14.201,14.201,2,14.086,14.086,3,14.095,14.095,1,13.826,13.826
3,10.601,24.801,1,10.334,24.419,4,10.803,24.898,2,10.610,24.436
2,10.388,35.189,3,10.819,35.238,4,10.390,35.287,1,10.664,35.100
4,10.292,45.480,2,10.072,45.310,3,10.114,45.401,1,10.037,45.137
2,9.866,55.346,3,10.041,55.350,4,10.001,55.401,1,9.967,55.103
4,9.728,1:05.074,2,9.611,1:04.961,3,9.611,1:05.011,1,9.629,1:04.732
3,9.598,1:14.671,2,9.588,1:14.549,4,9.797,1:14.808,1,9.603,1:14.334
2,9.302,1:23.972,4,9.691,1:24.239,3,9.383,1:24.191,1,9.121,1:23.454
2,9.48,1:33.452,3,9.73,1:33.969,4,9.98,1:34.168,1,9.91,1:33.355
