Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
1,6.680,6.680,2,6.760,6.760,3,6.790,6.790,4,6.890,6.890,5,7.230,7.230
1,8.770,15.460,3,8.960,15.730,2,8.900,15.690,4,9.230,16.130,5,9.890,17.130
1,8.560,24.020,2,8.560,24.290,3,8.710,24.400,4,9.030,25.160,5,9.420,26.550
1,8.660,32.680,2,8.580,32.870,3,8.920,33.330,4,9.030,34.190,5,9.980,36.530
1,8.850,41.530,2,8.900,41.780,3,9.250,42.590,4,9.440,43.640,5,10.680,47.220
