VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME,ZHANG Qichao POSITION,ZHANG Qichao LAP TIME,ZHANG Qichao ELAPSED TIME,WATANABE Aoi POSITION,WATANABE Aoi LAP TIME,WATANABE Aoi ELAPSED TIME,Jennifer PICKERING POSITION,Jennifer PICKERING LAP TIME,Jennifer PICKERING ELAPSED TIME
2,13.81,13.81,4,14.04,14.04,1,13.72,13.72,3,13.92,,5,14.14,14.14
2,10.53,24.34,5,10.68,24.72,1,10.53,24.25,3,10.54,,4,10.43,24.57
2,10.39,34.73,5,10.37,35.09,1,10.36,34.61,3,10.31,,4,10.37,34.94
2,9.76,44.49,5,9.88,44.97,1,9.79,44.40,3,9.82,,4,9.76,44.70
2,9.90,54.39,5,9.96,54.93,1,9.90,54.30,3,9.89,,4,9.92,54.62
2,9.85,1:04.24,5,10.23,1:05.16,1,9.83,1:04.13,3,9.86,,4,9.82,1:04.44
2,9.87,1:14.11,5,10.67,1:15.83,1,9.86,1:13.99,3,9.83,,4,9.89,1:14.33
2,9.82,1:23.93,5,11.07,1:26.90,1,9.83,1:23.82,3,9.84,,4,9.99,1:24.32
2,10.45,1:34.38,4,11.69,1:38.59,1,10.14,1:33.96,5,20.29,,3,10.48,1:34.80
