John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Yoan GAUTHIER POSITION,Yoan GAUTHIER LAP TIME,Yoan GAUTHIER ELAPSED TIME
1,6.76,6.76,2,6.89,6.89,3,7.01,7.01,4,7.12,7.12
1,8.95,15.71,2,8.89,15.78,3,8.92,15.93,4,8.84,15.96
1,8.33,24.04,2,8.38,24.16,3,8.31,24.24,4,8.34,24.30
1,8.51,32.55,3,8.51,32.67,4,8.57,32.81,2,8.35,32.65
1,8.72,41.262,0,,PEN,2,9.73,42.536,3,17.03,49.676
