Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME
1,6.98,6.98,4,7.35,7.35,3,7.16,7.16,2,7.09,7.09
1,9.35,16.33,4,9.33,16.68,3,9.41,16.57,2,9.36,16.45
1,8.86,25.19,2,9.54,26.22,3,19.77,36.34,4,20.80,37.25
1,8.99,34.18,2,9.82,36.04,4,17.24,53.58,3,13.10,50.35
1,9.23,43.410,2,10.41,46.442,4,15.09,1:08.668,3,11.52,1:01.862
