Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
1,6.81,6.81,3,7.05,7.05,2,6.89,6.89,4,7.19,7.19
1,8.90,15.71,3,8.87,15.92,2,8.91,15.80,4,8.88,16.07
1,8.54,24.25,3,8.50,24.42,2,8.54,24.34,4,8.47,24.54
1,8.66,32.91,2,8.59,33.01,3,8.68,33.02,4,8.62,33.16
1,8.78,41.687,3,9.08,42.082,0,,PEN,2,8.85,42.002
