Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME
1,6.630,6.630,3,6.884,6.884,2,6.746,6.746,4,7.436,7.436
1,9.051,15.680,2,8.995,15.879,3,9.148,15.894,4,8.942,16.377
2,8.819,24.499,1,8.617,24.495,3,8.630,24.524,4,8.715,25.091
1,8.731,33.229,2,8.946,33.441,3,8.964,33.487,4,9.007,34.098
2,9.15,42.375,1,8.93,42.362,3,8.92,42.398,4,9.22,43.317
