Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Ivan DOLINIC POSITION,Ivan DOLINIC LAP TIME,Ivan DOLINIC ELAPSED TIME,Gisle TVERLAND POSITION,Gisle TVERLAND LAP TIME,Gisle TVERLAND ELAPSED TIME
3,13.009,13.009,2,12.698,12.698,4,13.213,13.213,1,12.513,12.513
3,9.404,22.412,2,9.710,22.408,4,9.600,22.812,1,9.590,22.103
3,9.471,31.883,2,9.327,31.734,4,9.566,32.378,1,9.582,31.685
3,9.850,41.732,2,9.894,41.628,4,9.737,42.114,1,9.563,41.248
3,10.071,51.802,2,9.894,51.521,4,9.969,52.082,1,10.264,51.511
3,10.349,1:02.151,2,10.620,1:02.140,4,10.142,1:02.224,1,10.321,1:01.832
1,9.901,1:12.052,2,10.120,1:12.260,4,10.342,1:12.565,3,10.497,1:12.328
1,9.711,1:21.762,2,9.943,1:22.203,4,10.355,1:22.919,3,10.301,1:22.629
1,10.27,1:32.025,2,10.64,1:32.842,4,11.18,1:34.094,3,11.17,1:33.798
