WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME
2,12.89,12.89,1,12.84,12.84,3,13.02,13.02,4,13.12,13.12
1,9.91,22.80,2,10.08,22.92,3,10.03,23.05,4,10.04,23.16
1,10.06,32.86,2,10.04,32.96,3,10.00,33.05,4,10.04,33.20
1,10.03,42.89,2,10.03,42.99,3,10.06,43.11,4,10.05,43.25
1,9.90,52.79,2,9.90,52.89,3,9.88,52.99,4,9.85,53.10
1,9.93,1:02.72,2,9.93,1:02.82,3,9.96,1:02.95,4,9.97,1:03.07
1,9.86,1:12.58,2,9.86,1:12.68,3,9.83,1:12.78,4,9.85,1:12.92
1,9.46,1:22.04,2,9.47,1:22.15,3,9.46,1:22.24,4,9.63,1:22.55
1,9.25,1:31.287,3,9.34,1:31.489,2,9.22,1:31.458,4,10.17,1:32.720
