Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME,Nathaniel HENRY POSITION,Nathaniel HENRY LAP TIME,Nathaniel HENRY ELAPSED TIME
1,7.10,7.10,3,7.39,7.39,4,7.68,7.68,2,7.22,7.22
1,9.23,16.33,3,9.11,16.50,4,9.19,16.87,2,9.20,16.42
1,8.90,25.23,2,8.73,25.23,3,8.70,25.57,4,9.34,25.76
1,8.81,34.04,2,8.85,34.08,4,31.89,57.46,3,9.98,35.74
1,8.88,42.915,2,9.08,43.157,0,,notime,3,9.35,45.085
