Yasuko SAKASHITA POSITION,Yasuko SAKASHITA LAP TIME,Yasuko SAKASHITA ELAPSED TIME,Ekaterina STRELKOVA POSITION,Ekaterina STRELKOVA LAP TIME,Ekaterina STRELKOVA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,CHOI Ji Hyun POSITION,CHOI Ji Hyun LAP TIME,CHOI Ji Hyun ELAPSED TIME
1,14.25,14.25,3,14.43,14.43,2,14.37,14.37,4,14.59,14.59,5,14.75,14.75
2,10.83,25.08,5,11.06,25.49,1,10.68,25.05,3,10.69,25.28,4,10.67,25.42
2,10.51,35.59,4,10.19,35.68,1,10.43,35.48,3,10.40,35.68,5,10.36,35.78
2,10.30,45.89,5,10.52,46.20,1,10.30,45.78,3,10.33,46.01,4,10.41,46.19
2,10.13,56.02,5,10.23,56.43,1,10.12,55.90,3,10.11,56.12,4,10.07,56.26
2,9.88,1:05.90,5,9.82,1:06.25,1,9.90,1:05.80,3,9.88,1:06.00,4,9.81,1:06.07
2,9.78,1:15.68,5,9.92,1:16.17,1,9.65,1:15.45,3,9.78,1:15.78,4,9.74,1:15.81
3,9.92,1:25.60,5,9.80,1:25.97,1,9.47,1:24.92,4,9.97,1:25.75,2,9.77,1:25.58
3,10.14,1:35.739,5,10.08,1:36.049,1,9.72,1:34.635,4,10.23,1:35.975,2,9.67,1:35.244
