Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME
1,7.26,7.26,2,7.47,7.47,3,7.57,7.57
1,9.56,16.82,2,9.62,17.09,3,9.55,17.12
1,9.03,25.85,2,9.34,26.43,3,9.54,26.66
1,9.29,35.14,2,9.33,35.76,3,9.19,35.85
1,9.43,44.563,2,9.70,45.452,3,9.69,45.539
