Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,SHA Kexin POSITION,SHA Kexin LAP TIME,SHA Kexin ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Jack BURROWS POSITION,Jack BURROWS LAP TIME,Jack BURROWS ELAPSED TIME
2,7.04,7.04,1,6.88,6.88,3,7.08,7.08,4,7.48,7.48
1,9.16,16.20,1,9.32,16.20,3,9.30,16.38,4,9.04,16.52
1,8.63,24.83,2,8.81,25.01,3,8.71,25.09,4,8.75,25.27
1,8.63,33.46,2,8.63,33.64,3,8.70,33.79,4,8.71,33.98
1,8.91,42.37,3,9.09,42.716,2,8.78,42.562,4,8.82,42.790
