Robbert-Kees BOER POSITION,Robbert-Kees BOER LAP TIME,Robbert-Kees BOER ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Derek GRAY POSITION,Derek GRAY LAP TIME,Derek GRAY ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Igor KUTOVOI POSITION,Igor KUTOVOI LAP TIME,Igor KUTOVOI ELAPSED TIME
5,7.497,7.497,4,7.454,7.454,2,6.952,6.952,1,6.868,6.868,3,7.350,7.350
5,9.926,17.423,3,9.352,16.805,2,9.393,16.345,1,9.331,16.198,4,9.662,17.011
5,9.130,26.552,2,8.777,25.582,3,9.244,25.588,1,9.238,25.435,4,9.389,26.399
5,9.878,36.430,2,9.179,34.760,3,9.407,34.995,1,9.178,34.613,4,9.456,35.855
5,9.83,46.252,2,9.57,44.328,3,9.50,44.489,1,9.65,44.262,4,10.11,45.965
