Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Matteo COMPAGNONI POSITION,Matteo COMPAGNONI LAP TIME,Matteo COMPAGNONI ELAPSED TIME,Daniel ZETZSCHE POSITION,Daniel ZETZSCHE LAP TIME,Daniel ZETZSCHE ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Remi BEAULIEU POSITION,Remi BEAULIEU LAP TIME,Remi BEAULIEU ELAPSED TIME
4,13.53,13.53,3,13.44,13.44,5,13.65,13.65,1,13.24,13.24,2,13.36,13.36
4,10.26,23.79,3,10.23,23.67,5,10.14,23.79,1,10.23,23.47,2,10.21,23.57
4,10.03,33.82,2,10.04,33.71,5,10.10,33.89,1,10.23,33.70,3,10.14,33.71
1,9.50,43.32,2,9.71,43.42,4,9.89,43.78,5,25.86,59.56,3,9.80,43.51
1,9.91,53.23,2,9.93,53.35,4,9.78,53.56,5,12.75,1:12.31,3,9.95,53.46
1,9.59,1:02.82,2,9.61,1:02.96,4,9.71,1:03.27,5,12.11,1:24.42,3,9.61,1:03.07
1,9.43,1:12.25,2,9.44,1:12.40,4,9.60,1:12.87,5,12.52,1:36.94,3,9.43,1:12.50
1,9.40,1:21.65,3,9.66,1:22.06,4,9.70,1:22.57,5,11.72,1:48.66,2,9.33,1:21.83
1,9.48,1:31.127,2,10.06,1:32.117,3,10.03,1:32.594,4,12.10,2:00.760,0,,PEN
