Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,Skyler KAH POSITION,Skyler KAH LAP TIME,Skyler KAH ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
2,12.65,12.65,3,12.76,12.76,5,13.14,13.14,1,12.55,12.55,4,12.90,12.90
1,9.72,22.37,3,9.75,22.51,5,9.66,22.80,1,9.82,22.37,4,9.64,22.54
1,9.18,31.55,4,9.14,31.65,5,9.16,31.96,3,9.27,31.64,2,9.02,31.56
2,9.12,40.67,3,9.10,40.75,5,9.14,41.10,4,9.27,40.91,1,8.96,40.52
2,9.07,49.74,3,9.08,49.83,5,9.19,50.29,4,9.06,49.97,1,9.15,49.67
1,9.08,58.82,3,9.02,58.85,5,9.42,59.71,4,9.07,59.04,1,9.15,58.82
1,9.01,1:07.83,3,9.18,1:08.03,5,10.28,1:09.99,4,9.06,1:08.10,2,9.13,1:07.95
1,9.02,1:16.85,3,9.20,1:17.23,5,11.14,1:21.13,4,9.15,1:17.25,2,9.07,1:17.02
1,9.06,1:25.91,3,9.18,1:26.41,5,11.47,1:32.60,4,9.96,1:27.21,2,9.11,1:26.13
