Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME
1,6.65,6.65,2,6.74,6.74,3,6.76,6.76,4,6.85,6.85
1,8.73,15.38,2,8.82,15.56,4,9.05,15.82,3,8.91,15.77
1,8.48,23.87,2,8.36,23.92,4,8.73,24.55,3,8.71,24.48
1,8.46,32.33,2,8.44,32.37,3,8.43,32.98,4,8.70,33.18
1,8.93,41.255,2,9.03,41.398,3,9.16,42.131,4,9.14,42.311
