HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Istvan GAL ORAVECZ POSITION,Istvan GAL ORAVECZ LAP TIME,Istvan GAL ORAVECZ ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME
1,6.75,6.75,2,6.88,6.88,3,7.06,7.06,4,7.42,7.42,5,7.46,7.46
1,8.87,15.62,2,8.92,15.80,3,9.02,16.08,5,9.47,16.89,4,9.13,16.59
1,8.49,24.11,2,8.53,24.33,3,8.85,24.93,5,9.34,26.23,4,8.73,25.32
1,8.62,32.73,2,8.95,33.28,3,9.05,33.98,5,9.56,35.79,4,8.90,34.22
1,8.84,41.570,2,9.23,42.502,4,9.29,43.264,5,9.96,45.745,3,9.05,43.263
