Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Sascha LAUBER POSITION,Sascha LAUBER LAP TIME,Sascha LAUBER ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME
1,12.651,12.651,3,12.855,12.855,2,12.816,12.816,4,12.907,12.907
1,10.149,22.799,2,9.982,22.836,3,10.083,22.898,4,10.041,22.948
1,9.449,32.248,4,9.715,32.550,3,9.592,32.490,2,9.506,32.453
1,9.264,41.512,3,9.191,41.741,2,9.149,41.638,4,9.344,41.797
3,9.287,50.798,2,9.028,50.769,4,9.213,50.850,1,8.831,50.628
3,9.291,1:00.089,4,9.535,1:00.303,2,8.869,59.719,1,8.799,59.426
3,9.346,1:09.434,4,9.439,1:09.742,2,9.185,1:08.903,1,9.032,1:08.457
3,9.570,1:19.004,4,10.028,1:19.770,2,9.208,1:18.111,1,9.527,1:17.984
3,10.06,1:29.055,4,11.05,1:30.815,2,10.48,1:28.588,1,9.93,1:27.906
