Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME
3,13.93,13.93,1,13.87,13.87,2,13.89,13.89,4,14.20,14.20
3,10.38,24.31,1,10.22,24.10,2,10.30,24.20,4,10.17,24.38
3,9.71,34.03,1,9.58,33.68,2,9.81,34.02,4,9.76,34.14
2,9.84,43.87,1,9.98,43.67,3,9.86,43.89,4,9.88,44.03
2,9.79,53.66,1,9.94,53.61,3,9.82,53.71,4,9.83,53.87
2,9.81,1:03.48,1,9.62,1:03.24,3,9.84,1:03.55,4,9.81,1:03.68
2,9.79,1:13.27,1,9.95,1:13.19,3,9.74,1:13.30,4,9.84,1:13.53
2,9.83,1:23.10,1,9.77,1:22.96,4,10.15,1:23.45,3,9.92,1:23.45
2,10.31,1:33.410,3,10.77,1:33.727,1,9.95,1:33.399,0,,DQ
