FAJKUSOVA Marketa POSITION,FAJKUSOVA Marketa LAP TIME,FAJKUSOVA Marketa ELAPSED TIME,Risa SHINOHARA POSITION,Risa SHINOHARA LAP TIME,Risa SHINOHARA ELAPSED TIME,TOPOLSKA Gabriela POSITION,TOPOLSKA Gabriela LAP TIME,TOPOLSKA Gabriela ELAPSED TIME,FILIPOVA Lucia POSITION,FILIPOVA Lucia LAP TIME,FILIPOVA Lucia ELAPSED TIME,BAKHITKEREYEVA Kadisha POSITION,BAKHITKEREYEVA Kadisha LAP TIME,BAKHITKEREYEVA Kadisha ELAPSED TIME
5,15.69,15.69,4,15.59,15.59,2,15.32,15.32,3,15.46,15.46,1,15.15,15.15
5,11.19,26.88,4,11.17,26.76,2,11.24,26.56,3,11.19,26.65,1,11.29,26.44
5,10.78,37.66,4,10.79,37.55,1,10.71,37.27,3,10.76,37.41,2,10.89,37.33
5,10.22,47.88,4,10.21,47.76,1,10.24,47.51,3,10.21,47.62,2,10.25,47.58
5,10.01,57.89,4,10.01,57.77,1,9.84,57.35,3,10.04,57.66,2,9.98,57.56
5,9.77,1:07.66,4,9.75,1:07.52,1,9.72,1:07.07,3,9.70,1:07.36,2,9.74,1:07.30
5,9.85,1:17.51,4,9.79,1:17.31,1,9.86,1:16.93,2,9.66,1:17.02,3,9.94,1:17.24
5,10.29,1:27.80,3,10.02,1:27.33,1,9.98,1:26.91,2,9.99,1:27.01,4,10.42,1:27.66
5,10.76,1:38.56,3,9.97,1:37.30,1,10.07,1:36.98,2,10.05,1:37.06,4,10.82,1:38.48
