Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Jonathan GARCIA POSITION,Jonathan GARCIA LAP TIME,Jonathan GARCIA ELAPSED TIME
2,12.98,12.98,3,13.03,13.03,4,13.14,13.14,1,12.93,12.93
3,9.94,22.92,2,9.84,22.87,4,9.91,23.05,1,9.92,22.85
4,9.80,32.72,1,9.58,32.45,3,9.60,32.65,2,9.69,32.54
4,9.36,42.08,1,9.25,41.70,3,9.26,41.91,2,9.27,41.81
4,9.19,51.27,1,9.05,50.75,3,9.04,50.95,2,9.05,50.86
4,9.45,1:00.72,1,9.16,59.91,3,9.16,1:00.11,2,9.18,1:00.04
4,9.53,1:10.25,1,9.15,1:09.06,3,9.15,1:09.26,2,9.13,1:09.17
4,9.78,1:20.03,1,9.19,1:18.25,3,9.17,1:18.43,2,9.18,1:18.35
4,10.20,1:30.230,1,9.34,1:27.590,3,9.55,1:27.977,2,9.44,1:27.786
