J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
1,12.11,12.11,2,12.23,12.23,3,12.33,12.33,4,12.43,12.43
3,9.76,21.87,2,9.50,21.73,1,9.39,21.72,4,9.47,21.90
3,9.43,31.30,1,9.45,31.18,2,9.49,31.21,4,9.55,31.45
3,9.40,40.70,1,9.41,40.59,2,9.39,40.60,4,9.41,40.86
3,9.34,50.04,2,9.39,49.98,1,9.23,49.83,4,9.31,50.17
3,9.26,59.30,2,9.20,59.18,1,9.33,59.16,4,9.56,59.73
3,9.14,1:08.44,1,9.04,1:08.22,2,9.25,1:08.41,4,9.61,1:09.34
1,8.85,1:17.29,2,9.19,1:17.41,3,9.28,1:17.69,4,9.89,1:19.23
1,9.22,1:26.504,2,9.30,1:26.704,3,9.52,1:27.204,4,10.31,1:29.540
