ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Tania VICENT POSITION,Tania VICENT LAP TIME,Tania VICENT ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME
1,13.420,13.420,4,13.560,13.560,2,13.470,13.470,3,13.520,13.520
1,9.800,23.220,2,10.070,23.640,4,10.790,24.270,3,10.160,23.690
4,28.510,51.740,2,10.530,34.180,1,9.760,34.030,3,10.650,34.340
4,13.870,1:05.610,2,10.660,44.840,1,10.540,44.570,3,10.910,45.260
4,10.810,1:16.430,3,10.330,55.180,2,10.530,55.100,1,9.590,54.860
4,10.670,1:27.110,3,10.040,1:05.230,2,9.830,1:04.940,1,9.880,1:04.740
4,10.980,1:38.090,3,10.000,1:15.230,2,9.790,1:14.730,1,9.960,1:14.710
4,11.080,1:49.180,3,10.250,1:25.480,2,9.450,1:24.180,1,9.000,1:23.720
4,11.220,2:00.400,3,11.420,1:36.910,2,10.260,1:34.450,1,10.690,1:34.420
