SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Rafal GRYCNER POSITION,Rafal GRYCNER LAP TIME,Rafal GRYCNER ELAPSED TIME
1,15.35,15.35,2,15.46,15.46,3,15.56,15.56
1,11.04,26.39,2,11.10,26.56,3,11.13,26.69
1,10.32,36.71,2,10.27,36.83,3,10.25,36.94
1,10.00,46.71,2,10.02,46.85,3,10.02,46.96
1,9.88,56.59,2,9.81,56.66,3,9.81,56.77
1,9.64,1:06.23,2,9.72,1:06.38,3,9.72,1:06.49
1,9.53,1:15.76,2,9.47,1:15.85,3,9.53,1:16.02
1,9.31,1:25.07,2,9.34,1:25.19,3,9.27,1:25.29
1,9.49,1:34.559,2,9.53,1:34.713,3,9.55,1:34.833
