KIM Byungjoon POSITION,KIM Byungjoon LAP TIME,KIM Byungjoon ELAPSED TIME,WILCZYK Szymon POSITION,WILCZYK Szymon LAP TIME,WILCZYK Szymon ELAPSED TIME,Alexander FATHOULLIN POSITION,Alexander FATHOULLIN LAP TIME,Alexander FATHOULLIN ELAPSED TIME,CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME
1,6.87,6.87,3,7.21,7.21,2,7.09,7.09,4,7.33,7.33
1,9.14,16.01,4,9.16,16.37,2,9.04,16.13,3,9.03,16.36
1,8.81,24.82,3,8.75,25.12,4,22.80,38.93,2,8.62,24.98
1,8.92,33.74,3,8.77,33.89,4,13.83,52.76,2,8.79,33.77
1,8.99,42.723,3,9.11,42.999,4,12.52,1:05.277,2,9.05,42.821
