Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
2,6.94,6.94,1,6.82,6.82,4,7.09,7.09,3,7.07,7.07,5,7.29,7.29
2,9.00,15.94,1,8.98,15.80,4,9.15,16.24,3,9.02,16.09,5,9.05,16.34
2,8.59,24.53,1,8.65,24.45,4,8.64,24.88,3,8.58,24.67,5,8.83,25.17
2,8.73,33.26,1,8.70,33.15,4,8.79,33.67,3,8.69,33.36,5,8.94,34.11
2,8.98,42.234,1,9.01,42.151,4,9.34,43.004,3,9.10,42.460,5,9.44,43.549
