Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
2,7.01,7.01,4,7.13,7.13,1,6.87,6.87,3,7.07,7.07
2,8.99,16.00,4,9.10,16.23,1,9.08,15.95,3,9.08,16.15
2,8.74,24.74,4,8.71,24.94,1,8.72,24.67,3,8.69,24.84
2,8.66,33.40,4,8.65,33.59,1,8.71,33.38,3,8.64,33.48
3,24.83,58.230,2,9.25,42.838,1,9.42,42.792,0,,PEN
