Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,KIM Un Hyok POSITION,KIM Un Hyok LAP TIME,KIM Un Hyok ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME
3,12.82,,4,12.91,12.91,1,12.63,12.63,5,13.03,13.03,2,12.72,12.72
3,10.14,,4,10.14,23.05,2,10.16,22.79,5,10.14,23.17,1,10.04,22.76
3,9.65,,4,9.69,32.74,2,9.70,32.49,5,9.66,32.83,1,9.70,32.46
2,9.37,,4,9.42,42.16,1,9.38,41.87,5,9.45,42.28,3,9.62,42.08
2,9.21,,4,9.28,51.44,1,9.20,51.07,5,9.34,51.62,3,9.19,51.27
4,9.21,,2,8.82,1:00.26,1,9.10,1:00.17,5,9.00,1:00.62,3,9.03,1:00.30
3,8.91,,2,8.92,1:09.18,1,8.90,1:09.07,5,9.57,1:10.19,4,9.75,1:10.05
3,8.83,,2,8.95,1:18.13,1,8.87,1:17.94,5,9.90,1:20.09,4,9.93,1:19.98
3,9.30,,2,9.07,1:27.20,1,9.02,1:26.96,3,10.08,1:30.179,0,10.20,1:30.18
