Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME
2,6.699,6.699,3,6.839,6.839,4,7.065,7.065,1,6.642,6.642
2,9.106,15.805,3,9.009,15.848,4,9.299,16.364,1,9.155,15.796
2,8.529,24.333,3,8.561,24.408,4,8.746,25.109,1,8.512,24.308
2,8.546,32.878,3,8.632,33.040,4,8.965,34.074,1,8.551,32.859
1,8.93,41.808,2,8.82,41.856,4,9.52,43.593,3,9.34,42.194
