TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
3,7.98,7.98,1,7.27,7.27,4,8.03,8.03,2,7.46,7.46
4,9.98,17.96,1,9.41,16.68,3,9.64,17.67,2,9.41,16.87
4,9.65,27.61,1,8.97,25.65,3,8.95,26.62,2,8.88,25.75
4,9.58,37.19,1,9.11,34.76,3,9.14,35.76,2,9.12,34.87
4,9.98,47.164,1,9.31,44.070,3,9.34,45.097,2,9.40,44.262
