Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Klaudio NASRI POSITION,Klaudio NASRI LAP TIME,Klaudio NASRI ELAPSED TIME
1,6.80,6.80,2,6.96,6.96,3,7.11,7.11,4,7.69,7.69
1,9.10,15.90,2,9.03,15.99,3,9.33,16.44,4,9.96,17.65
1,8.76,24.66,2,8.68,24.67,3,9.42,25.86,4,9.85,27.50
2,8.91,33.57,1,8.77,33.44,3,9.56,35.42,4,9.81,37.31
2,8.93,42.494,1,8.80,42.234,3,9.62,45.037,4,9.96,47.267
