Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,MENG Xiaoxue POSITION,MENG Xiaoxue LAP TIME,MENG Xiaoxue ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME
3,15.594,15.594,2,15.476,15.476,1,15.344,15.344,4,15.818,15.818
3,11.662,27.256,4,11.818,27.294,2,11.800,27.145,1,11.036,26.853
4,10.227,37.482,3,10.012,37.306,2,10.146,37.290,1,10.302,37.155
4,9.482,46.964,1,9.416,46.722,3,9.611,46.902,2,9.595,46.750
4,9.768,56.732,2,9.766,56.488,3,9.730,56.631,1,9.730,56.480
4,10.060,1:06.792,1,9.994,1:06.482,3,10.012,1:06.644,2,10.101,1:06.581
4,9.967,1:16.758,1,9.977,1:16.459,3,9.908,1:16.551,2,9.881,1:16.462
4,10.052,1:26.810,1,9.854,1:26.313,2,10.010,1:26.561,3,10.148,1:26.610
4,10.243,1:37.053,1,10.044,1:36.357,2,9.871,1:36.432,3,9.850,1:36.460
