Cyprien VACHERON POSITION,Cyprien VACHERON LAP TIME,Cyprien VACHERON ELAPSED TIME,Ryuta INOUE POSITION,Ryuta INOUE LAP TIME,Ryuta INOUE ELAPSED TIME,HONG Kyung Hwan POSITION,HONG Kyung Hwan LAP TIME,HONG Kyung Hwan ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,Zen Sheng Sian KOH POSITION,Zen Sheng Sian KOH LAP TIME,Zen Sheng Sian KOH ELAPSED TIME
1,6.96,6.96,4,7.53,7.53,2,7.11,7.11,3,7.46,7.46,5,8.00,8.00
2,9.30,16.26,4,9.42,16.95,1,8.94,16.05,3,9.24,16.70,5,10.22,18.22
2,8.89,25.15,4,8.75,25.70,1,8.73,24.78,3,8.99,25.69,5,9.75,27.97
2,9.05,34.20,3,8.87,34.57,1,8.74,33.52,4,9.14,34.83,5,9.97,37.94
2,9.33,43.53,3,9.07,43.64,1,8.88,42.40,4,9.36,44.19,5,10.46,48.40
