JIA Haidong POSITION,JIA Haidong LAP TIME,JIA Haidong ELAPSED TIME,PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,SUN Long POSITION,SUN Long LAP TIME,SUN Long ELAPSED TIME
2,13.60,13.60,4,13.80,13.80,1,13.49,13.49,3,13.78,13.78
2,10.40,24.00,4,10.64,24.44,1,10.41,23.90,3,10.51,24.29
2,10.51,34.51,4,10.53,34.97,1,10.48,34.38,3,10.57,34.86
2,10.36,44.87,4,10.33,45.30,1,10.38,44.76,3,10.32,45.18
2,10.08,54.95,4,10.01,55.31,1,10.06,54.82,3,10.00,55.18
2,9.50,1:04.45,4,9.48,1:04.79,1,9.49,1:04.31,3,9.58,1:04.76
2,9.01,1:13.46,3,8.68,1:13.47,1,9.13,1:13.44,4,8.87,1:13.63
3,22.75,1:36.21,1,8.53,1:22.00,2,9.10,1:22.54,4,23.24,1:36.87
3,17.91,1:54.085,1,8.94,1:30.937,2,9.14,1:31.658,4,19.61,1:56.446
