Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Inan EREN POSITION,Inan EREN LAP TIME,Inan EREN ELAPSED TIME
3,15.23,15.23,2,15.12,15.12,1,14.96,14.96,4,15.25,15.25
1,11.01,26.24,3,11.41,26.53,2,11.40,26.36,4,11.45,26.70
2,10.29,36.53,4,10.16,36.69,1,10.14,36.50,3,9.96,36.66
2,9.91,46.44,3,9.87,46.56,1,9.85,46.35,4,10.01,46.67
2,9.45,55.89,3,9.50,56.06,1,9.47,55.82,4,9.84,56.51
2,9.49,1:05.38,3,9.44,1:05.50,1,9.46,1:05.28,4,10.06,1:06.57
2,9.54,1:14.92,3,9.61,1:15.11,1,9.54,1:14.82,4,10.50,1:17.07
2,9.36,1:24.28,3,9.34,1:24.45,1,9.36,1:24.18,4,10.58,1:27.65
2,9.55,1:33.821,3,9.45,1:33.897,1,9.54,1:33.712,4,11.13,1:38.773
