YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME,Robin van STEEN POSITION,Robin van STEEN LAP TIME,Robin van STEEN ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME
1,6.81,6.81,3,7.20,7.20,2,6.94,6.94,4,7.26,7.26,5,7.45,7.45
1,9.12,15.93,4,9.52,16.72,2,9.13,16.07,5,26.89,34.15,3,9.12,16.57
1,8.90,24.83,4,9.05,25.77,2,8.90,24.97,5,13.33,47.48,3,8.80,25.37
1,8.97,33.80,4,9.14,34.91,2,8.96,33.93,5,11.18,58.66,3,8.82,34.19
1,9.13,42.925,4,9.44,44.346,2,9.09,43.014,5,11.67,1:10.324,3,8.91,43.098
