Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Lauge Hye LANGKJER POSITION,Lauge Hye LANGKJER LAP TIME,Lauge Hye LANGKJER ELAPSED TIME
1,6.677,6.677,3,6.945,6.945,2,6.830,6.830,4,7.463,7.463
1,9.151,15.828,2,9.137,16.081,3,9.278,16.108,4,10.153,17.615
1,8.777,24.605,3,8.758,24.839,2,8.565,24.673,4,9.626,27.241
3,9.125,33.730,2,8.793,33.632,1,8.799,33.471,4,10.351,37.591
2,9.54,43.265,3,10.20,43.825,1,9.34,42.807,4,10.35,47.939
