Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME,Anna ROMANOWICZ POSITION,Anna ROMANOWICZ LAP TIME,Anna ROMANOWICZ ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME
2,7.56,7.56,1,7.16,7.16,4,7.75,7.75,3,7.65,7.65
2,9.79,17.36,1,9.89,17.06,4,9.91,17.67,3,9.88,17.54
2,9.37,26.73,1,9.43,26.50,4,9.35,27.02,3,9.33,26.87
2,9.54,36.28,1,9.76,36.26,4,9.48,36.51,3,9.48,36.36
3,10.25,46.529,2,10.13,46.383,4,10.09,46.594,1,9.80,46.160
