Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,Istvan GAL ORAVECZ POSITION,Istvan GAL ORAVECZ LAP TIME,Istvan GAL ORAVECZ ELAPSED TIME
4,13.65,13.65,2,13.40,13.40,3,13.49,13.49,1,13.20,13.20,5,13.84,13.84
4,10.33,23.98,2,10.38,23.78,3,10.38,23.87,1,10.46,23.66,5,10.28,24.12
4,10.86,34.84,2,10.77,34.55,3,10.85,34.72,1,10.86,34.52,5,10.90,35.02
3,10.28,45.12,1,10.43,44.98,2,10.36,45.08,4,10.64,45.16,5,10.43,45.45
3,10.15,55.27,1,10.06,55.04,2,10.04,55.12,4,10.28,55.44,5,10.30,55.75
3,9.46,1:04.73,1,9.46,1:04.50,2,9.50,1:04.62,4,9.40,1:04.84,5,10.15,1:05.90
3,9.20,1:13.93,1,9.05,1:13.55,2,9.09,1:13.71,4,9.21,1:14.05,5,10.30,1:16.20
3,9.50,1:23.43,1,9.26,1:22.81,2,9.37,1:23.08,4,9.62,1:23.67,5,10.94,1:27.14
3,9.71,1:33.135,1,9.51,1:32.318,2,9.60,1:32.679,4,9.49,1:33.158,5,11.36,1:38.493
