CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
1,13.12,13.12,3,13.28,13.28,2,13.19,13.19,4,13.40,13.40
1,10.27,23.39,3,10.26,23.54,2,10.21,23.40,4,10.23,23.63
2,9.92,33.31,3,9.81,33.35,1,9.85,33.25,4,9.81,33.44
2,9.75,43.06,3,9.80,43.15,1,9.71,42.96,4,9.82,43.26
1,9.69,52.75,3,9.83,52.98,2,9.93,52.89,4,9.82,53.08
1,9.77,1:02.52,3,9.74,1:02.72,2,9.72,1:02.61,4,9.75,1:02.83
1,9.67,1:12.19,3,9.67,1:12.39,2,9.70,1:12.31,4,9.65,1:12.48
1,9.76,1:21.95,3,9.76,1:22.15,2,9.74,1:22.05,4,9.74,1:22.22
1,9.89,1:31.831,3,9.89,1:32.033,2,9.87,1:31.912,4,10.42,1:32.639
