Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME,Renata KARABOVA POSITION,Renata KARABOVA LAP TIME,Renata KARABOVA ELAPSED TIME,Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME
1,15.208,15.208,2,15.360,15.360,3,15.561,15.561,4,15.908,15.908
1,10.599,25.806,3,10.893,26.253,2,10.557,26.118,4,10.373,26.281
1,10.272,36.078,2,10.193,36.446,4,10.618,36.736,3,10.336,36.617
1,10.288,46.366,2,9.956,46.402,4,10.896,47.632,3,10.200,46.816
1,10.275,56.640,2,10.407,56.809,4,11.119,58.750,3,10.218,57.033
3,10.639,1:07.279,1,10.328,1:07.136,2,8.512,1:07.261,4,10.404,1:07.437
2,10.521,1:17.800,1,10.515,1:17.650,4,15.235,1:22.496,3,10.471,1:17.908
2,10.627,1:28.427,1,10.585,1:28.235,4,12.542,1:35.038,3,10.759,1:28.666
2,11.15,1:39.569,1,10.87,1:39.096,4,12.63,1:47.666,3,10.99,1:39.656
