Lubomir POPOVSKI POSITION,Lubomir POPOVSKI LAP TIME,Lubomir POPOVSKI ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Dries CELIS POSITION,Dries CELIS LAP TIME,Dries CELIS ELAPSED TIME
3,14.382,14.382,1,14.124,14.124,4,14.521,14.521,2,14.256,14.256
4,10.906,25.288,1,11.044,25.168,3,10.699,25.220,2,10.945,25.200
3,10.681,35.968,1,10.595,35.762,4,10.803,36.022,2,10.702,35.901
3,10.451,46.418,1,10.287,46.049,4,10.593,46.615,2,10.450,46.351
3,10.107,56.525,1,10.268,56.316,4,10.073,56.687,2,10.116,56.466
3,9.661,1:06.185,1,9.829,1:06.145,4,9.683,1:06.370,2,9.695,1:06.160
4,9.626,1:15.811,1,9.552,1:15.696,2,9.392,1:15.761,3,9.626,1:15.786
3,9.700,1:25.511,4,10.041,1:25.737,1,9.131,1:24.892,2,9.684,1:25.469
4,10.49,1:35.997,3,10.02,1:35.753,1,10.05,1:34.937,2,10.20,1:35.662
