Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME,Takashi YOSHIDA POSITION,Takashi YOSHIDA LAP TIME,Takashi YOSHIDA ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME
1,13.49,13.49,2,13.52,13.52,4,13.72,13.72,3,13.58,13.58
2,10.34,23.84,3,10.40,23.93,4,10.22,23.95,1,10.18,23.77
2,9.87,33.72,3,9.80,33.73,4,9.92,33.87,1,9.93,33.71
3,9.81,43.53,2,9.77,43.50,4,9.79,43.67,1,9.78,43.49
2,9.42,52.96,1,9.46,52.96,4,9.41,53.09,3,9.57,53.07
1,9.14,1:02.10,4,9.39,1:02.36,3,9.16,1:02.25,2,9.17,1:02.24
1,8.90,1:11.00,3,9.03,1:11.39,4,9.20,1:11.45,2,9.04,1:11.28
1,8.90,1:19.90,3,9.61,1:21.01,4,9.81,1:21.26,2,9.16,1:20.44
1,9.43,1:29.325,3,10.66,1:31.661,0,,DQ,2,9.54,1:29.975
