Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
3,13.29,13.29,1,13.13,13.13,2,13.27,13.27,5,13.50,13.50,4,13.45,13.45
3,9.54,22.83,1,9.45,22.58,2,9.44,22.71,5,9.54,23.04,4,9.48,22.93
3,9.46,32.29,1,9.50,32.08,2,9.46,32.17,4,9.36,32.40,5,9.48,32.41
3,9.39,41.68,1,9.42,41.50,2,9.41,41.58,4,9.40,41.80,5,9.50,41.91
3,9.32,51.00,1,9.28,50.78,2,9.31,50.89,4,9.26,51.06,5,9.32,51.23
3,9.16,1:00.16,1,9.24,1:00.02,2,9.17,1:00.06,4,9.22,1:00.28,5,9.31,1:00.54
3,9.38,1:09.54,1,9.30,1:09.32,2,9.39,1:09.45,4,9.35,1:09.63,5,9.64,1:10.18
3,9.56,1:19.10,1,9.54,1:18.86,2,9.54,1:18.99,4,9.55,1:19.18,5,10.61,1:20.79
0,9.71,1:28.81,1,9.80,1:28.66,2,9.75,1:28.74,4,9.65,1:28.834,5,11.35,1:32.144
