Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Remi BEAULIEU POSITION,Remi BEAULIEU LAP TIME,Remi BEAULIEU ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
4,13.11,13.11,2,12.90,12.90,3,13.01,13.01,1,12.80,12.80
4,10.52,23.63,2,10.61,23.51,3,10.61,23.62,1,10.60,23.40
4,9.83,33.46,2,9.70,33.21,3,9.70,33.32,1,9.75,33.15
4,10.02,43.48,2,9.94,43.15,3,9.98,43.30,1,9.96,43.11
4,9.36,52.84,1,9.32,52.47,3,9.34,52.64,2,9.45,52.56
4,9.12,1:01.96,1,9.16,1:01.63,3,9.21,1:01.85,2,9.14,1:01.70
4,8.98,1:10.94,1,8.94,1:10.57,3,8.94,1:10.79,2,8.97,1:10.67
4,8.86,1:19.80,1,8.86,1:19.43,3,8.74,1:19.53,2,8.86,1:19.53
4,9.21,1:29.010,1,9.13,1:28.559,2,9.09,1:28.621,3,9.34,1:28.871
