FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Mark CHONG POSITION,Mark CHONG LAP TIME,Mark CHONG ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME
1,14.10,14.10,3,14.36,14.36,2,14.20,14.20,3,14.36,14.36
2,10.64,24.74,4,10.65,25.01,3,10.63,24.83,1,10.34,24.70
2,10.21,34.95,3,10.04,35.05,1,9.97,34.80,4,10.49,35.19
2,9.71,44.66,3,9.73,44.78,1,9.76,44.56,4,9.65,44.84
2,9.33,53.99,3,9.36,54.14,1,9.37,53.93,4,9.43,54.27
2,9.11,1:03.10,3,9.08,1:03.22,1,9.05,1:02.98,4,9.20,1:03.47
2,8.99,1:12.09,3,9.05,1:12.27,1,8.99,1:11.97,4,9.38,1:12.85
2,8.95,1:21.04,3,9.13,1:21.40,1,8.97,1:20.94,4,9.73,1:22.58
2,9.15,1:30.19,3,9.44,1:30.821,1,9.06,1:30.00,4,10.14,1:32.696
