Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
1,6.81,6.81,3,7.10,7.10,2,6.93,6.93,4,7.22,7.22
1,8.79,15.60,3,8.91,16.01,2,8.98,15.91,4,9.03,16.25
1,8.34,23.94,2,8.70,24.71,4,9.69,25.60,3,8.62,24.87
1,8.49,32.43,2,8.58,33.29,4,9.09,34.69,3,8.78,33.65
1,8.72,41.15,2,8.73,42.02,4,9.56,44.257,3,9.62,43.27
