Vitaly MIKHEENKOV POSITION,Vitaly MIKHEENKOV LAP TIME,Vitaly MIKHEENKOV ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Alexander ZHELEZNOV POSITION,Alexander ZHELEZNOV LAP TIME,Alexander ZHELEZNOV ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME
1,6.750,6.750,2,6.830,6.830,4,7.640,7.640,3,7.480,7.480
1,9.230,15.990,2,9.500,16.340,4,8.950,16.590,3,9.050,16.540
1,8.930,24.920,2,9.020,25.360,4,9.120,25.720,3,8.870,25.410
1,9.240,34.170,3,9.080,34.440,4,9.080,34.800,2,8.790,34.210
1,9.380,43.560,3,9.390,43.830,4,9.210,44.010,2,9.380,43.590
