NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,LIN Meng POSITION,LIN Meng LAP TIME,LIN Meng ELAPSED TIME,Patricia TOTH POSITION,Patricia TOTH LAP TIME,Patricia TOTH ELAPSED TIME
3,14.15,14.15,4,14.23,14.23,1,14.06,14.06,2,14.09,14.09
3,10.75,24.90,4,10.76,24.99,1,10.56,24.62,2,10.66,24.75
3,10.55,35.45,4,10.52,35.51,1,10.56,35.18,2,10.56,35.31
3,10.39,45.84,4,10.41,45.92,1,10.36,45.54,2,10.39,45.70
3,9.90,55.74,4,9.94,55.86,1,10.06,55.60,2,10.02,55.72
2,9.64,1:05.38,4,9.74,1:05.60,1,9.65,1:05.25,3,9.83,1:05.55
2,10.01,1:15.39,4,10.07,1:15.67,1,9.96,1:15.21,3,10.02,1:15.57
2,9.84,1:25.23,4,9.91,1:25.58,1,9.86,1:25.07,3,9.86,1:25.43
2,10.01,1:35.238,4,10.19,1:35.761,1,10.16,1:35.226,3,10.30,1:35.724
