HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,SHAMUKHANOV Yerkebulan POSITION,SHAMUKHANOV Yerkebulan LAP TIME,SHAMUKHANOV Yerkebulan ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,12.17,12.17,3,12.47,,2,12.33,12.33,4,12.62,12.62,5,12.71,12.71
1,9.44,21.61,5,17.60,,4,12.67,25.00,2,9.29,21.91,3,9.29,22.00
1,9.32,30.93,4,12.98,,5,18.75,43.75,2,9.18,31.09,3,9.22,31.22
1,9.43,40.36,4,10.48,,5,13.16,56.91,2,9.40,40.49,3,9.37,40.59
2,9.26,49.62,4,10.60,,5,12.79,1:09.70,1,9.05,49.54,3,9.14,49.73
1,8.67,58.29,4,11.11,,5,11.56,1:21.26,2,8.80,58.34,3,8.76,58.49
1,8.53,1:06.82,4,11.34,,5,10.88,1:32.14,2,8.65,1:06.99,3,8.64,1:07.13
1,8.55,1:15.37,4,11.69,,5,10.10,1:42.24,2,8.49,1:15.48,3,8.61,1:15.74
1,8.68,1:24.05,4,12.42,,5,10.81,1:53.05,2,8.64,1:24.12,3,8.63,1:24.37
