Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME
1,7.10,7.10,2,7.15,7.15,4,7.38,7.38,3,7.35,7.35
1,9.64,16.74,4,17.49,24.64,3,10.20,17.58,2,10.18,17.53
1,8.93,25.67,4,12.74,37.38,2,9.01,26.59,3,9.33,26.86
1,9.05,34.72,4,11.68,49.06,2,8.97,35.56,3,9.36,36.22
1,9.39,44.105,3,11.80,1:00.858,2,9.31,44.866,0,,PEN
