JACOBS Gina POSITION,JACOBS Gina LAP TIME,JACOBS Gina ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME
3,7.89,7.89,2,7.51,7.51,4,8.02,8.02,1,7.33,7.33
3,9.99,17.88,2,9.38,16.89,4,9.99,18.01,1,9.46,16.79
3,9.33,27.21,2,8.87,25.76,4,9.30,27.31,1,8.88,25.67
3,9.46,36.67,2,8.96,34.72,4,9.48,36.79,1,8.97,34.64
3,9.81,46.48,2,9.17,43.89,4,9.75,46.54,1,9.17,43.81
