Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,CHEN Guang POSITION,CHEN Guang LAP TIME,CHEN Guang ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME
1,6.87,6.87,3,7.13,7.13,2,6.96,6.96,4,7.23,7.23
1,8.86,15.73,3,8.94,16.07,2,8.93,15.89,4,8.98,16.21
1,8.30,24.03,3,8.42,24.49,2,8.39,24.28,4,8.29,24.50
1,8.47,32.50,4,8.55,33.04,2,8.43,32.71,3,8.52,33.02
1,8.68,41.171,3,8.87,41.903,2,8.70,41.405,0,,PEN
