Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME
1,6.84,6.84,2,6.98,6.98,3,7.23,7.23,4,7.36,7.36
1,8.88,15.72,2,8.89,15.87,3,8.86,16.09,4,9.08,16.44
1,8.46,24.18,2,8.41,24.28,3,8.36,24.45,4,8.54,24.98
1,8.59,32.77,2,8.59,32.87,3,8.59,33.04,4,8.71,33.69
1,8.69,41.453,2,8.64,41.504,3,8.73,41.770,4,8.89,42.576
