SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,AHN Se Jung POSITION,AHN Se Jung LAP TIME,AHN Se Jung ELAPSED TIME,Lea THIBAULT POSITION,Lea THIBAULT LAP TIME,Lea THIBAULT ELAPSED TIME,WANG Xue POSITION,WANG Xue LAP TIME,WANG Xue ELAPSED TIME
1,12.57,12.57,2,12.68,12.68,4,12.93,12.93,3,12.78,12.78
1,9.68,22.25,2,9.67,22.35,4,9.65,22.58,3,9.68,22.46
1,9.58,31.83,4,23.46,45.81,3,9.59,32.17,2,9.64,32.10
1,9.63,41.46,4,26.15,1:11.96,3,9.68,41.85,2,9.54,41.64
1,9.70,51.16,4,14.53,1:26.49,3,9.84,51.69,2,9.73,51.37
1,9.66,1:00.82,4,11.98,1:38.47,3,10.29,1:01.98,2,9.64,1:01.01
1,9.65,1:10.47,4,11.94,1:50.41,3,11.30,1:13.28,2,9.77,1:10.78
1,9.78,1:20.25,4,12.18,2:02.59,3,12.18,1:25.46,2,10.24,1:21.02
1,10.02,1:30.266,0,,PEN,3,12.86,1:38.315,2,11.00,1:32.018
