Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Melanie GAGNON POSITION,Melanie GAGNON LAP TIME,Melanie GAGNON ELAPSED TIME,YANG A Yang POSITION,YANG A Yang LAP TIME,YANG A Yang ELAPSED TIME
2,7.561,7.561,4,7.859,7.859,3,7.608,7.608,1,7.522,7.522
1,9.661,17.222,4,9.757,17.616,3,9.762,17.370,2,9.701,17.223
2,9.449,26.671,4,9.346,26.961,3,9.377,26.746,1,9.415,26.638
2,9.623,36.293,4,9.525,36.486,3,9.560,36.306,1,9.597,36.234
2,9.82,46.111,3,9.76,46.245,4,10.06,46.364,1,9.86,46.088
