Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Ondrej SUCHY POSITION,Ondrej SUCHY LAP TIME,Ondrej SUCHY ELAPSED TIME
1,6.72,6.72,2,7.24,7.24,3,7.62,7.62,4,7.87,7.87
1,9.26,15.98,2,9.36,16.60,3,9.50,17.12,4,9.50,17.37
1,8.72,24.70,2,8.83,25.43,3,8.96,26.08,4,9.10,26.47
1,9.12,33.82,2,9.09,34.52,3,9.42,35.50,4,9.39,35.86
1,9.58,43.393,2,9.48,43.997,3,9.52,45.015,4,9.38,45.236
