SUN Yingying POSITION,SUN Yingying LAP TIME,SUN Yingying ELAPSED TIME,SZILICZEI-NEMET Rebeka POSITION,SZILICZEI-NEMET Rebeka LAP TIME,SZILICZEI-NEMET Rebeka ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,Ashley Sook Hui CHIN POSITION,Ashley Sook Hui CHIN LAP TIME,Ashley Sook Hui CHIN ELAPSED TIME
1,7.77,7.77,2,7.97,7.97,3,8.15,8.15,4,8.63,8.63
1,9.93,17.70,2,10.09,18.06,3,10.06,18.21,4,11.07,19.70
1,9.47,27.17,4,21.91,39.97,2,9.83,28.04,3,10.45,30.15
1,9.69,36.86,4,14.63,54.60,2,10.14,38.18,3,10.92,41.07
1,9.94,46.795,4,11.59,1:06.189,2,10.43,48.604,3,11.16,52.221
