Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Sascha LAUBER POSITION,Sascha LAUBER LAP TIME,Sascha LAUBER ELAPSED TIME,Dave VERSTEEG POSITION,Dave VERSTEEG LAP TIME,Dave VERSTEEG ELAPSED TIME
4,7.802,7.802,2,7.107,7.107,1,7.068,7.068,3,7.249,7.249
1,8.040,15.842,3,9.060,16.166,2,8.904,15.971,4,9.059,16.307
1,8.627,24.468,2,8.627,24.793,3,8.933,24.903,4,8.669,24.975
1,8.873,33.341,2,8.866,33.659,3,8.769,33.671,4,8.816,33.791
1,9.15,42.487,2,8.96,42.610,3,9.05,42.720,4,9.27,43.061
