BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,Tarik OMERAGIC POSITION,Tarik OMERAGIC LAP TIME,Tarik OMERAGIC ELAPSED TIME
3,7.24,7.24,1,7.02,7.02,4,7.34,7.34,2,7.15,7.15,5,7.50,7.50
3,9.17,16.41,1,9.07,16.09,4,9.23,16.57,2,9.05,16.20,5,9.46,16.96
3,8.53,24.94,1,8.56,24.65,4,8.64,25.21,2,8.57,24.77,5,9.04,26.00
3,8.69,33.63,1,8.74,33.39,4,8.84,34.05,2,8.71,33.48,5,9.33,35.33
3,8.99,42.62,1,8.94,42.33,4,9.06,43.11,2,8.98,42.46,5,9.72,45.05
