Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME
1,7.23,7.23,3,7.62,7.62,2,7.36,7.36,4,7.62,7.62
1,9.74,16.97,4,9.81,17.43,2,9.73,17.09,3,9.67,17.29
1,9.04,26.01,4,9.00,26.43,2,9.00,26.09,3,8.93,26.22
1,9.08,35.09,4,8.99,35.42,3,9.27,35.36,2,9.06,35.28
1,9.39,44.477,4,9.45,44.863,3,9.32,44.671,2,9.33,44.609
