HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,HU Ze POSITION,HU Ze LAP TIME,HU Ze ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
0,6.632,6.632,0,6.770,6.770,0,7.076,7.076,0,,
0,8.751,15.383,0,8.755,15.525,0,8.910,15.986,0,,16.060
0,8.512,23.895,0,8.641,24.166,0,8.621,24.607,0,8.616,24.676
0,8.696,32.591,0,8.739,32.905,0,8.940,33.547,0,8.836,33.512
0,8.951,41.542,0,9.262,42.166,0,,,0,9.524,43.037
