Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,Alex BOISVERT-LACROIX POSITION,Alex BOISVERT-LACROIX LAP TIME,Alex BOISVERT-LACROIX ELAPSED TIME
1,6.810,6.810,4,8.160,8.160,3,7.490,7.490,2,6.940,6.940
2,9.260,16.070,1,7.630,15.790,4,9.370,16.860,3,9.170,16.120
2,8.520,24.600,1,8.660,24.450,4,9.030,25.900,3,8.620,24.740
1,8.730,33.330,3,9.190,33.640,4,9.120,35.020,2,8.890,33.640
2,9.540,42.880,1,8.990,42.630,4,9.900,44.930,3,9.260,42.910
